title,artist,lyrics,lyrics_len,title_clean,artist_clean
Shallow,Lady Gaga,"263 ContributorsTranslationsEspañolNederlandsΕλληνικάFrançaisDeutschNorskBahasa IndonesiaItalianoShallow Lyrics“Shallow” is a song by Lady Gaga and Bradley Cooper from the 2018 movie A Star Is Born. It features on the film’s soundtrack. The track is about jumping headfirst into love and not looking back.
Gaga… Read More 
Tell me somethin', girl
Are you happy in this modern world?
Or do you need more?
Is there somethin' else you're searchin' for?

I'm fallin'
In all the good times, I find myself longin'
For change
And, in the bad times, I fear myself

Tell me something, boy
Aren't you tired tryna fill that void?
Or do you need more?
Ain't it hard keepin' it so hardcore?

I'm falling
In all the good times, I find myself longing
For change
And, in the bad times, I fear myself

I'm off the deep end, watch as I dive in
I'll never meet the ground
Crash through the surface where they can't hurt us
We're far from the shallow now

In the sha-ha, sha-hallow
In the sha-ha, sha-la-la-la-low
In the sha-ha, sha-hallow
We're far from the shallow now

Oh, ha, ah, ha
Oh-ah, ha

I'm off the deep end, watch as I dive in
I'll never meet the ground
Crash through the surface where they can't hurt us
We're far from the shallow now

In the sha-ha, shallow
In the sha-ha, sha-la-la-la-low
In the sha-ha, shallow
We're far from the shallow now",1337.0,shallow,lady gaga
Doin' Time,Lana Del Rey,"123 ContributorsTranslationsItalianoFrançaisΕλληνικάDeutschEspañolPolskiPortuguêsУкраїнськаsrpskilingua Latina (Latin)Doin’ Time LyricsLana Del Rey’s “Doin' Time” is a cover of the American band Sublime’s 1996 song of the same name, which itself is a cover of Summertime from the opera Porgy & Bess.
As explained by Interscope CEO John Janick… Read More 
Summertime and the livin's easy
Bradley's on the microphone with Ras MG
All the people in the dance will agree
That we're well-qualified to represent the L.B.C.
Me, me and Louie, we gonna run to the party
And dance to the rhythm, it gets harder

Me and my girl, we got this relationship
I love her so bad, but she treats me like shit
On lockdown, like a penitentiary
She spreads her lovin' all over
And when she gets home, there's none left for me

Summertime and the livin's easy
Bradley's on the microphone with Ras MG
All the people in the dance will agree
That we're well-qualified to represent the L.B.C.
Me, me and Louie, we gonna run to the party
And dance to the rhythm, it gets harder
(Harder, yeah, harder, yeah)

Oh, take this veil from off my eyes
My burning sun will, some day, rise
So what am I gonna be doin' for a while?
Said I'm gonna play with myself
Show them how we come off the shelf

Summertime and the livin's easy
Bradley's on the microphone with Ras MG
All the people in the dance will agree
That we're well-qualified to represent the L.B.C.
Me, me and Louie, we gonna run to the party
And dance to the rhythm, it gets harder
(Harder, yeah, harder, yeah)

Evil, we've come to tell you that she's evil, most definitely
Evil, ornery, scandalous and evil, most definitely
The tension, it's getting hotter
I'd like to hold her head underwater
(Summertime)
(Ah, ah, ah)

Summertime and the livin's easy
Bradley's on the microphone with Ras MG
All the people in the dance will agree
That we're well-qualified to represent the L.B.C.
Me, me and Louie, we gonna run to the party
And dance to the rhythm, it gets harder",1990.0,doin' time,lana del rey
i'm so tired...,Lauv,"99 ContributorsTranslationsPortuguêsEspañol​i’m so tired... Lyrics“i’m so tired…” is Lauv’s collaboration with Australian-South African singer-songwriter Troye Sivan. In the track, both artists complain about how tired they are of love songs and love in general.
The song’s… Read More 
I'm so tired of love songs, tired of love songs
Tired of love songs, tired of love
Just wanna go home, wanna go home
Wanna go home, woah
So tired of love songs, tired of love songs
Tired of love songs, tired of love
Just wanna go home, wanna go home
Wanna go home, woah

Party, trying my best to meet somebody
But everybody around me is falling in love to our song
I, I, oh I, yeah
Hate it, taking a shot 'cause I can't take it
But I don't think that they make anything that strong, so I hold on
I, I, oh I, yeah

I'm so tired of love songs, tired of love songs
Tired of love songs, tired of love
Just wanna go home, wanna go home
Wanna go home, woah
So tired of love songs, tired of love songs
Tired of love songs, tired of love
Just wanna go home, wanna go home
Wanna go home, woah

Strangers, killing my lonely nights with strangers
And when they leave, I go back to our song, I hold on
I, I, oh I
Hurts like heaven, lost in the sound
Buzzcut Season like you're still around
Can't unmiss you, but I need you now
Yeah, I, I, oh I, yeah

I'm so tired of love songs, tired of love songs
Tired of love songs, tired of love
Just wanna go home, wanna go home
Wanna go home, woah
So tired of love songs, tired of love songs
Tired of love songs, tired of love
Just wanna go home, wanna go home
Wanna go home, woah
I'm so tired of love songs, tired of love songs (Someone take me home)
Tired of love songs, tired of love
Just wanna go home, wanna go home ('Cause I can't be alone)
Wanna go home, woah
So tired of love songs, tired of love songs ('Cause I'm so tired)
Tired of love songs, tired of love
Just wanna go home, wanna go home (Tired of love, tired of love)
Wanna go home, woah (Tired of love)",1982.0,i'm so tired...,lauv
Someone You Loved,Lewis Capaldi,"230 ContributorsTranslationsSvenskaEspañolPortuguêsDeutschNederlandsFrançaisالعربيةTürkçeSomeone You Loved LyricsDuring his speech at The BRIT Awards 2020, Lewis confirmed that contrary to popular belief, this song is about his grandmother (as opposed to an ex-lover).
The music video, starring the former Doctor Who… Read More 
I'm going under, and this time, I fear there's no one to save me
This all or nothing really got a way of driving me crazy
I need somebody to hear,  somebody to know
Somebody to have, somebody to hold
It's easy to say, but it's never the same
I guess I kinda liked the way you numbed all the pain

Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

I'm going under, and this time, I fear there's no one to turn to
This all or nothing way of loving got me sleeping without you
Now, I need somebody to know, somebody to hear
Somebody to have, just to know how it feels
It's easy to say, but it's never the same
I guess I kinda like the way you help me escape

Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

And I tend to close my eyes when it hurts sometimes
I fall into your arms
I'll be safe in your sound till I come back around

For now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
But now the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved",1889.0,someone you loved,lewis capaldi
Grace,Lewis Capaldi,"34 ContributorsTranslationsSvenskaEspañolGrace Lyrics“Grace” is a single released by Scottish singer-songwriter Lewis Capaldi, which peaked at #21 in the UK Singles Chart in March 2019 – despite being released several months earlier. It is the first track and… Read More 
I'm not ready to be just another of your mistakes

I can't seem to drown you out long enough
I fell victim to the sound of your love
You're like a song that I ain't ready to stop
I got nothing but you on my mind

I'm not ready to be just another of your mistakes
Don't wanna let the pieces fall out of place
I was only just a breath removed from going to waste
Till I found salvation in the form of your...

Your grace
Your grace
Your grace
Don't take it away
Your grace
Your grace
Your grace
Don't take it away

On the verge of almost bleeding you out
Are we too wounded now to ever come down?
Oh, how I long for us to find common ground
I got nothing but you on my mind

I'm not ready to be just another of your mistakes
Don't wanna let the pieces fall out of place
I was only just a breath removed from going to waste
Till I found salvation in the form of your...

Your grace
Your grace
Your grace
Don't take it away
Your grace
Your grace
Your grace
Don't take it, take it

Way too close to colour your comfort
All dressed up, but kept undercover
Way too close to colour your comfort
All dressed up, but kept undercover

Your grace
Your grace
Your grace
Don't take it away

I'm not ready to be just another of your mistakes
Don't wanna let the pieces fall out of place
I was only just a breath removed from going to waste
Till I found salvation in the form of your...

Your grace (Your grace)
Your grace (Your grace)
Your grace (Your grace)
Don't take it away
Your grace (Your grace)
Your grace (Your grace)
Your grace
Don't take it away",1812.0,grace,lewis capaldi
Old Town Road - Remix,Lil Nas X,"346 ContributorsTranslationsFrançaisNederlandsالعربيةDanskPortuguêsEspañolفارسیDeutsch繁體中文 (Traditional Chinese)TürkçeOld Town Road (Remix) LyricsLil Nas X enlists established country singer Billy Ray Cyrus for a surprise remix of his smash breakout hit, “Old Town Road.” Cyrus previously co-signed the original song via Twitter, saying:
Been watching… Read More 
Oh, oh-oh
Oh

Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more (Kio, Kio)
I got the horses in the back
Horse tack is attached
Hat is matte black
Got the boots that's black to match
Ridin' on a horse, ha
You can whip your Porsche
I been in the valley
You ain't been up off that porch, now

Can't nobody tell me nothin'
You can't tell me nothin'
Can't nobody tell me nothin'
You can't tell me nothin'

Ridin' on a tractor
Lean all in my bladder
Cheated on my baby
You can go and ask her
My life is a movie
Bull ridin' and boobies
Cowboy hat from Gucci
Wrangler on my booty

Can't nobody tell me nothin'
You can't tell me nothin'
Can't nobody tell me nothin'
You can't tell me nothin'

Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more

Hat down, cross town, livin' like a rockstar
Spent a lot of money on my brand new guitar
Baby's got a habit: diamond rings and Fendi sports bras
Ridin' down Rodeo in my Maserati sports car
Got no stress, I've been through all that
I'm like a Marlboro Man so I kick on back
Wish I could roll on back to that old town road
I wanna ride 'til I can't no more

Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more",1858.0,old town road - remix,lil nas x
Old Town Road,Lil Nas X,"262 ContributorsTranslationsEspañolРусский (Russian)فارسیDeutschOld Town Road LyricsOn “Old Town Road,” Lil Nas X romanticizes the life of a cowboy. The character is unfulfilled by a hedonistic life of consumerism, substance abuse, and adultery. He also has dissatisfaction with the indolence… Read More 
Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
(Kio, Kio)
I got the horses in the back
Horse tack is attached
Hat is matte black
Got the boots that's black to match
Ridin' on a horse, ha
You can whip your Porsche
I been in the valley
You ain't been up off that porch, now

Can't nobody tell me nothin'
You can't tell me nothin'
Can't nobody tell me nothin'
You can't tell me nothin'

Ridin' on a tractor
Lean all in my bladder
Cheated on my baby
You can go and ask her
My life is a movie
Bull ridin' and boobies
Cowboy hat from Gucci
Wrangler on my booty

Can't nobody tell me nothin'
You can't tell me nothin'
Can't nobody tell me nothin'
You can't tell me nothin'

Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I got the hor-",1275.0,old town road,lil nas x
Panini,Lil Nas X,"164 ContributorsTranslationsEspañolРусский (Russian)PortuguêsPolskiEnglishFrançaisPanini Lyrics“Panini” is the second single from Lil Nas X’s debut EP, 7, following his hit song, “Old Town Road”. It was first previewed on his Instagram on April 2, 2019, with the caption, “Sayyyyyy tooo meee.”
In this… Read More 
D-D-Daytrip took it to ten (Hey)

Ayy, Panini, don't you be a meanie
Thought you wanted me to go up
Why you tryna keep me teeny? I
It's a dream, he wished it on a genie
I got fans finally, ain't you wanting them to see me? I

I thought you want this for my life, for my life
Said you wanted to see me thrive, you lied

Just say to me what you want from me
Just say to me what you want from me

Ayy, Panini, don't you be a meanie
Thought you wanted me to go up
Why you tryna keep me teeny now?
Now they need me, number one on streaming
Oh yeah, you used to love me
So what happened, what's the meaning? I

I thought you want this for my life, for my life
Said you wanted to see me thrive, you lied

Now when it's all done, I get the upper hand
I need a big Benz, not another fan
But I still want you as a fan
I'ma need to sit down, don't mean to make demands
But I need you to...

Say to me what you want from me
Just say to me what you want from me

D-D-Daytrip took it to ten (Hey)",1296.0,panini,lil nas x
Ransom,Lil Tecca,"241 ContributorsTranslationsРусский (Russian)FrançaisDeutschRansom LyricsOn “Ransom,” Lil Tecca shares some braggadocious lines about his newfound fame and the lifestyle it implies—he boasts about his luxury vehicles, designer clothes and his women.
The track was long-awaited by… Read More 
Turn you to a dancer
Yeah
Internet Money, bitch

I got black, I got white, what you want?
Hop outside a Ghost and hop up in a Phantom
I know I'm ’bout to blow, I ain't dumb
They try to take my flow, I take they ass for ransom
I know that I'm gone
They see me blowin’ up, now they say they want some
I got two twin Glocks, turn you to a dancer
I see two twin opps, leave 'em on a banner
And I got two thick thots, wanna link the gang, yeah

I got red, I got blue, what you want?
The Chanel or Balenciaga, Louis and Vuitton
She know I got the Fendi, Prada when I hit Milan
I needed me a die or rider, I need me the one
I started from the bottom, you could see the way I stunt
I want all the diamonds, I want that shit to weigh a ton
The opps, they tryna line me 'cause they hate the place I'm from
But them niggas don't know me, they just know the place I'm from
I got lots of shawties tryna pull up to my place
But you ain't want me last year, so just get up out my face
They all up in my inbox, so I know they want a taste
I know they want my downfall, lil' nigga, are you laced?

I got black, I got white, what you want?
Hop outside a Ghost and hop up in a Phantom
I know I’m ’bout to blow, I ain't dumb
They try to take my flow, I take they ass for ransom
I know that I’m gone
They see me blowin' up, now they say they want  some
I got two twin Glocks, turn you to a dancer
I see two twin opps, leave 'em on a banner
And I got two thick thots, wanna link the gang, yeah
I got black, I got white, what you want?
Hop outside a Ghost and hop up in a Phantom
I know I'm ’bout to blow, I ain't dumb
They try to take my flow, I take they ass for ransom
I know that I'm gone
They see me blowin' up, now they say they want  some
I got two twin Glocks, turn you to a dancer
I see two twin opps, leave 'em on a banner
And I got two thick thots, wanna link the gang, yeah",2154.0,ransom,lil tecca
Truth Hurts,Lizzo,"140 ContributorsTranslationsEspañolTruth Hurts LyricsOn Lizzo’s breakthrough single, she flaunts her confidence after breaking up with an unfaithful lover. Despite coming out in 2017, “Truth Hurts” gained traction after being included in the 2019 Netflix film… Read More 
Why men great 'til they gotta be great?
Woo!

I just took a DNA test, turns out I'm 100% that bitch
Even when I'm crying crazy
Yeah, I got boy problems, that's the human in me
Bling bling, then I solve 'em, that's the goddess in me
You coulda had a bad bitch, non-committal
Help you with your career just a little
You're 'posed to hold me down, but you're holding me back
And that's the sound of me not calling you back

Why men great 'til they gotta be great? ('Til they gotta be great)
Don't text me, tell it straight to my face (Tell it straight to my face)
Best friend sat me down in the salon chair (Down in the salon chair)
Shampoo press, get you out of my hair
Fresh photos with the bomb lighting (With the bomb lighting)
New man on the Minnesota Vikings (Minnesota Vikings)
Truth hurts, needed something more exciting (Yee)
Bom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)

You tried to break my heart?
Oh, that breaks my heart
That you thought you ever had it
No, you ain't from the start
Hey, I'm glad you're back with your bitch
I mean, who would wanna hide this?
I will never, ever, ever, ever, ever be your side chick
I put the sing in single
Ain't worried 'bout a ring on my finger
So you can tell your friend, ""Shoot your shot"" when you see him
It's okay, he already in my DMs

Why men great 'til they gotta be great? ('Til they gotta be great)
Don't text me, tell it straight to my face (Tell it straight to my face)
Best friend sat me down in the salon chair (Down in the salon chair)
Shampoo press, get you out of my hair
Fresh photos with the bomb lighting (With the bomb lighting)
New man on the Minnesota Vikings (Minnesota Vikings)
Truth hurts, needed something more exciting (Yee)
Bom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)

I'ma hit you back in a minute (Yeah, yeah)
I don't play tag, bitch, I been it (One time)
We don't fuck with lies (Two times), we don't do goodbyes (Woo)
We just keep it pushing like ay-ay-ay
I'ma hit you back in a minute (Yeah, yeah)
I don't play tag, bitch, I been it (One time)
We don't fuck with lies (Two times), we don't do goodbyes (Woo)
We just keep it pushing like ay-ay-ay (Woo)

Why men great 'til they gotta be great? ('Til they gotta be great)
Don't text me, tell it straight to my face (Tell it straight to my face)
Best friend sat me down in the salon chair (Down in the salon chair)
Shampoo press, get you out of my hair
Fresh photos with the bomb lighting (With the bomb lighting)
New man on the Minnesota Vikings (Minnesota Vikings)
Truth hurts, needed something more exciting (Yee)
Bom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)

With the bomb lighting
Minnesota Vikings
Yee, eh, yeah, yeah, yeah",2954.0,truth hurts,lizzo
Good as Hell,Lizzo,"69 ContributorsGood As Hell LyricsThis is a single by indie rap artist Lizzo, included on the Barbershop: The Next Cut soundtrack. The song is an ode to self-love, produced by Ricky Reed, who is behind a ton of 2016’s pop confections (Twenty… Read More 
I do my hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)

Woo, child, tired of the bullshit
Go on, dust your shoulders off, keep it moving
Yes, Lord, tryna get some new shit
In there, swimwear, going-to-the-pool shit
Come now, come dry your eyes
You know you a star, you can touch the sky
I know that it's hard, but you have to try
If you need advice, let me simplify

If he don't love you anymore
Just walk your fine ass out the door

I do my hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
(Feeling good as hell)
Baby, how you feelin'? (Feelin' good as hell)

Woo, girl, need to kick off your shoes
Gotta take a deep breath, time to focus on you
All the big fights, long nights that you been through
I got a bottle of tequila I been saving for you
Boss up and change your life
You can have it all, no sacrifice
I know he did you wrong, we can make it right
So go and let it all hang out tonight

'Cause he don't love you anymore
So walk your fine ass out the door

And do your hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (And we gon' be alright)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)

Mmm, yeah, alright
Listen, if he don't love you anymore
Then walk your fine ass out the door

And do your hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (Woo-hoo)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell) (And we gon' make it right)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
(Feelin' good as hell)
Baby, how you feelin'? (Feelin' good as hell)",2282.0,good as hell,lizzo
Soltera - Remix,Lunay,"25 ContributorsTranslationsEnglishDeutschSoltera (Remix) Lyrics

Épico
Salte 'el medio, ¿okay?
Yeh-yeh-yeh-yeh, eh (Suénalo)
Me dijeron que te acabas de dejar (Eh)
Que el bobo aquel te engañó
Que ya no crees en el amor (No)
Que andas suelta igual que yo (Bad Bunny)
No sé, pero la noche está pa’ desquitarno' (Hey, hey)
Otro shot vamo' a darno’ (Mujeres, get ready, sube)
Que yo también quiero joder, vacilar (¿Qué, qué, qué?)
Trae a to'a tus amiga', que yo las voy a poner a fumar
Dale hasta abajo, pata' abajo sin parar, yeh

Porque 'tar soltera está de moda
Por eso ella no se enamora (Rra, rra)
'Tar soltera está de moda
Por eso no va a cambiar (Ella no va a cambiar)
Estar soltera está de moda (¿Qué, qué, qué?)
Por eso ella no se enamora (Dile; ¡no!)
Estar soltera está de moda (D-D-D-D-D-D.Y.)
Por eso no va a cambiar (¡Da-ddy Yan-kee!)

Ella 'tá soltera (Wuh, wuh), con su' amiga’ revuelta’
Va pa' la disco y a nadie le rinde cuenta’ (Prr)
'Tá soltera (Fuego), con su' amiga' revuelta’
Va pa' la disco y a nadie le rinde cuenta' (Fue', fue'. fue')

Ella vacila y vive en la joda
No 'tá lista pa' un trajecito blanco en la boda
Puede perrear con uno, como sea, lo baila sola (Chi-chi-chi)
Batea pa' .500, siempre bota la bola (¿Cómo?)
Pon-, pónme a prueba, a ver, que to' el peso te va a caer
La orden de cateo, las mano' contra la pare'
Pa' darle pa'l piso no pide permiso (No, wuh!)
Si está soltera, sin compromiso (¿Qué, qué?)
'Tá pa' la rumba y hacer dinero y yo que soy un bandolero
Me gustan como tú, las que no creen en sentimiento' ni un 14 de febrero (D-D-D.Y)

Ella lo que quiere e' joder, vacilar
Solita pa' romper la disco
Ella lo que quiere e' joder, vacilar (Chi-chi-chi)
Dale hasta abajo, pata' abajo sin parar

Y estar soltera está de moda
Por eso ella no se enamora (¡Ble!)
Estar soltera está de moda (Yeh)
Por eso no va a cambiar (Ella no va a cambiar)
Y estar soltera está de moda
Por eso ella no se enamora (Blu, blu)
'Ta-'tar soltera está de moda (Sube, sube)
Por eso no va a cambiar

Yeh-yeh-yeh-yeh
Se cansó de lo' embuste' y a su vida le hizo un ajuste, ey (Prr)
Si la ves en la disco con las de ella', no te asuste' (¡No!)
Puesta pa'l problema, así que no la busque'
Y déjala volar como decía Tito (Hu-huh)
A ese culo el traje le queda chiquito (Ah)
La leona no está puesta pa' gatito' (No), ey
Y sin ti, le va bonito
Hoy se siente coqueta (¿Qué, qué?)
Siempre activa, nunca quieta
To'a las moña' son violeta'
El corazón lo tiene a dieta, ey
Pa' que ningún cabrón se meta (Sube, sube, sube, sube)
Te dejó en read otra ve'
Te ha picha'o to' las llamada' y to' lo' text
¿Tú no entiende' que hace rato dijo ""Next""?
La nena está haciendo más ticket que el ex, eh (¡Chin'-ching!)

Ponte-ponte pa' la vuelta, que yo voy pa'l party (Lunay, dile)
Si no, nos vemo', mami, en el after party
Ponte pa'l problema, ándale, déjate ver
Lo que aquí empezamo', lo matamo' en el motel (Fuego)
Tú estás suelta por ahí, yo estoy suelto por acá
Hacerte wiki-wiki, como dice Yaviah
Soltó el corazón, sacó a pasear la maldá'
(Tiene la mente dañá')

(Yeh, yeh)
Ella lo que quiere e' joder, vacilar (Vacilar ¡Wuh!)
Solita pa' romper la disco
Ella lo que quiere e' joder, vacilar (Wi-wi)
Dale hasta abajo, pata' abajo sin parar (Brr)

Que estar soltera está de moda
Hace lo que quiera y que se joda
Estar soltera está de moda
Ella no le va a bajar (Ella no va a cambiar)
Estar soltera está de moda
Por eso ella no se enamora (Rra-rra)
'Tar soltera está de moda (Sí)
Por eso no va a cam-cam-cambiar (Fue')

Ella 'tá soltera (Wuh-wuh), con su' amiga' revuelta' (D-D-D)
Revuelta', revuelta', revuelta' (Rrr)
Ella 'tá soltera (¡Fuego!), con su' amiga' revu'
Va pa' la disco y a nadie le rinde cuenta (¡Fue'!)

Bad Bunny, baby, bebé-bé
Cartel
Lunay, D.Y
Chris Jeday
Gaby Music
Dímelo, Nino
D.Y., ay-ay
Dímelo, Pina
Dime, Lunay, ay-ay
Estamo' claro de quién e' el mejor de todo lo' tiempo (D.Y.), jefe
Dulce Como Candy
Lu-Lu-Lunay
(Dímelo, Censi)",3946.0,soltera - remix,lunay
Light On,Maggie Rogers,"29 ContributorsTranslationsTürkçeFrançaisLight On LyricsAs the last song written for Rogers' Heard It In A Past Life, “Light On” addresses the overwhelming transformation from private to public figure that comes with going viral. Following her sudden rise to fame,… Read More 
Would you believe me now if I told you I got caught up in a wave?
Almost gave it away
Would you hear me out if I told you I was terrified for days?
Thought I was gonna break

Oh, I couldn't stop it
Tried to slow it all down
Crying in the bathroom
Had to figure it out
With everyone around me saying
""You must be so happy now""

Oh, if you keep reaching out
Then I'll keep coming back
And if you're gone for good
Then I'm okay with that
If you leave the light on
Then I'll leave the light on (Light on, light on, light on)
And I am finding out
There's just no other way
That I'm still dancing at the end of the day
If you leave the light on
Then I'll leave the light on (Light on, light on, light on)

And do you believe me now that I always had the best intentions, babe?
Always wanted to stay
Can you feel me now that I'm vulnerable in oh-so-many ways?
Oh, and I'll never change

Oh, I couldn't stop it
Tried to figure it out
But everything kept moving
And the noise got too loud
With everyone around me saying
""You should be so happy now""

Oh, if you keep reaching out
Then I'll keep coming back
And if you're gone for good
Then I'm okay with that
And if you leave the light on
Then I'll leave the light on (Light on, light on, light on)
And I am finding out
There's just no other way
That I'm still dancing at the end of the day
If you leave the light on
Then I'll leave the light on (Light on, light on, light on)

Oh, leave the light on
Oh, would you leave the light on?

If you keep reaching out
Then I'll keep coming back
But if you're gone for good
Then I'm okay with that
If you leave the light on
Then I'll leave the light on (Light on, light on, light on)
And I am finding out
There's just no other way
That I'm still dancing at the end of the day
If you leave the light on
Then I'll leave the light on (Light on, light on, light on)

Oh, if you leave the light on
Then I'll leave the light on
Oh, if you leave the light on",2210.0,light on,maggie rogers
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,"75 ContributorsTranslationsTürkçePortuguêsالعربيةDeutschNothing Breaks Like a Heart Lyrics“Nothing Breaks Like a Heart” marks the first collaboration between producer Mark Ronson and country-pop star Miley Cyrus. The song speaks of a desperate scene between two lovers and underscores the dour… Read More 
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
And nothing breaks like a heart

I heard you on the phone last night
We live and die by pretty lies
You know it, oh, we both know it
These silver bullet cigarettes
This burning house, there's nothing left
It's smoking, we both know it
We got all night to fall in love
But just like that, we fall apart
We're broken, we're broken

Mmm, well, nothing, nothing, nothing gonna save us now

Well, there's broken silence
By thunder crashing in the dark (Crash in the dark)
And this broken record
Spin endless circles in the bar (Spin 'round in the bar)
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
Mhmm, and nothing breaks like a heart

We'll leave each other cold as ice
And high and dry, the desert wind
Is blowin', is blowin'
Remember what you said to me?
We were drunk in love in Tennessee
And I hold it, we both know it

Mmm, that nothing, nothing, nothing gonna save us now
Nothing, nothing, nothing gonna save us now

Well, there's broken silence
By thunder crashing in the dark (Crash in the dark)
And this broken record
Spin endless circles in the bar (Spin 'round in the bar)
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
Mmm, and nothing breaks like a heart
Nothing breaks like a heart
Mmm, and nothing breaks like a heart

My heart, my heart
Well, nothing, nothing, nothing gonna save us now
My heart, my heart
Nothing, nothing, nothing gonna save us now

Well, there's broken silence
By thunder crashing in the dark (Crash in the dark)
And this broken record
Spin endless circles in the bar (Spin 'round in the bar)
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
Mmm, but nothing breaks like a heart
But nothing breaks like a heart
Mmm, but nothing breaks like a heart",2283.0,nothing breaks like a heart (feat. miley cyrus),mark ronson
Here With Me,Marshmello,"54 ContributorsHere With Me Lyrics“Here With Me” is a single and the first collaboration from Marshmello and synth-pop trio CHVRCHES. The track deals with themes of missing someone and not being the same without them around.
The song was… Read More 
Can I tell you something just between you and me?
When I hear your voice, I know I'm finally free
Every single word is perfect as it can be
And I need you here with me
When you lift me up, I know that I'll never fall
I can speak to you by saying nothing at all
Every single time, I find it harder to breathe
'Cause I need you here with me

Every day
You're saying the words that I want you to say
There's a pain in my heart and it won't go away
Now I know I'm falling in deep
'Cause I need you here with me
Every day
You're saying the words that I want you to say
There's a pain in my heart and it won't go away
Now I know I'm falling in deep
'Cause I need you here with me

I think I see your face in every place that I go
I try to hide it, but I know that it's gonna show
Every single night, I find it harder to sleep
'Cause I need you here with me

Every day
You're saying the words that I want you to say
There's a pain in my heart and it won't go away
Now I know I'm falling in deep
'Cause I need you here with me
Every day
You're saying the words that I want you to say
There's a pain in my heart and it won't go away
Now I know I'm falling in deep
'Cause I need you here with me

Can I tell you something just between you and me?
When I hear your voice, I know I'm finally free
Every single word is perfect as it can be
'Cause I need you here with me",1607.0,here with me,marshmello
